Date_Time,Climate Temperature (˚F),Climate Humidity (%Rh),Light Bench 1 Final State (%),Light Bench 2 Final State (%),Light Bench 3 Final State (%),Shade Roof Current Timed Position (%),PAD Vent Shutter Current Timed Position (%),Exhaust Fans VFD Current Timed Position (%),PPF (micromol/s),DLI (mol/m^2*d),CO2 Reading (ppm)
20-11-01 05:50:00,63.3,33,0,0,0,0,0,0,0.135315583,24.0901,NaN
20-11-01 05:55:00,63.3,33.1,0,0,0,0,0,0,0.142696433,24.0901,NaN
20-11-01 06:00:00,63.6,33.1,0,0,0,0,0,0,0.100831148,24.09019836,NaN
20-11-01 06:05:00,63.7,33,0,0,0,0,0,0,0.249254557,24.0902,NaN
20-11-01 06:10:00,63.7,33,0,0,0,0,0,0,0.2017426,24.0903,NaN
20-11-01 06:15:00,63.8,33.1,0,0,0,0,0,0,0.42808835,24.0904,NaN
20-11-01 06:20:00,64.2,33,0,0,0,0,0,0,0.4231678,24.09048,NaN
20-11-01 06:25:00,64.6,32.8,0,0,0,0,0,0,0.492056,24.0905,NaN
20-11-01 06:30:00,65.1,32.4,0,0,0,0,0,0,0.65096577,24.09067049,NaN
20-11-01 06:35:00,65.6,32.1,0,0,0,0,0,0,0.6716559,24.0908,NaN
20-11-01 06:40:00,66.2,31.9,0,0,0,0,0,0,1.23014,9.478451061,NaN
20-11-01 06:45:00,66.7,31.4,0,0,0,0,0,0,1.864972951,0.000391526,NaN
20-11-01 06:50:00,67.2,31.1,0,0,0,0,0,0,144.804623,0.007414256,NaN
20-11-01 06:55:00,68,30.7,0,0,0,0,0,0,318.3928525,0.080831759,NaN
20-11-01 07:00:00,68.6,30.2,0,0,0,0,0,0,316.6715574,0.162871311,NaN
20-11-01 07:05:00,69.4,29.8,0,0,0,0,0,0,315.85585,0.24452205,NaN
20-11-01 07:10:00,70,29.3,0,0,0,0,0,0,318.4046,0.3266862,NaN
20-11-01 07:15:00,70.4,28.9,0,0,0,0,0,0,318.13825,0.408931,NaN
20-11-01 07:20:00,70.8,28.7,0,0,0,0,0,0,319.7376,0.4916706,NaN
20-11-01 07:25:00,71.2,28.4,0,0,0,0,0,0,323.8954,0.57530465,NaN
20-11-01 07:30:00,71.9,28.1,0,0,0,0,0,0,326.2427,0.6598392,NaN
20-11-01 07:35:00,72.6,27.8,0,0,0,0,0,0,328.89265,0.74422995,NaN
20-11-01 07:40:00,73,27.4,0,0,0,0,0,0,335.434,0.830546,NaN
20-11-01 07:45:00,73.3,27.2,0,0,0,0,0,0,336.9128197,0.916966623,NaN
20-11-01 07:50:00,73.7,27,36,36,36,4,0,0,335.914541,1.00379223,NaN
20-11-01 07:55:00,74.9,26.8,100,100,100,92.06,0,0,336.87885,1.091427,NaN
20-11-01 08:00:00,77.9,25.6,100,100,100,100,0,0,337.6882,1.179304,NaN
20-11-01 08:05:00,79.4,24.3,100,100,100,100,0,0,334.59775,1.26621,NaN
20-11-01 08:10:00,79.9,23.7,100,100,100,100,0,0,370.4442,1.354872,NaN
20-11-01 08:15:00,80.2,23.5,100,100,100,100,0,0,392.0414262,1.455273443,NaN
20-11-01 08:20:00,79.9,23.6,100,100,100,100,0,0,427.1538,1.561246,NaN
20-11-01 08:25:00,79.7,23.8,100,100,100,100,0,0,436.8448,1.678521,NaN
20-11-01 08:30:00,79.4,24,100,100,100,100,0,0,374.528,1.777635,NaN
20-11-01 08:35:00,79,24.3,100,100,100,100,0,0,559.3889344,1.896623607,NaN
20-11-01 08:40:00,78.7,24.7,100,100,100,100,0,0,481.6112951,2.041049508,NaN
20-11-01 08:45:00,78.5,24.9,100,100,100,100,0,0,477.6713333,2.1651,NaN
20-11-01 08:50:00,78.3,25.2,100,100,100,100,0,0,480.82345,2.2893785,NaN
20-11-01 08:55:00,78.2,25.6,100,100,100,100,0,0,487.2814333,2.415678667,NaN
20-11-01 09:00:00,78,25.8,100,100,100,100,0,0,487.0742295,2.541525082,NaN
20-11-01 09:05:00,78.2,25.8,100,100,100,100,0,0,476.5742131,2.667799836,NaN
20-11-01 09:10:00,77.9,26,100,100,100,100,0,0,507.4864754,2.79639918,NaN
20-11-01 09:15:00,78.2,26.2,100,100,100,100,0,0,578.0706721,2.937603279,NaN
20-11-01 09:20:00,78.4,26.4,100,100,100,100,0,0,633.8096066,3.09262082,NaN
20-11-01 09:25:00,79,26.4,100,100,100,100,0,0,673.6207377,3.247397869,NaN
20-11-01 09:30:00,79.3,26.3,100,100,100,100,0,0,517.2038361,3.40867918,NaN
20-11-01 09:35:00,79.2,26.3,100,100,100,100,0,0,472.4453,3.534373833,NaN
20-11-01 09:40:00,80,26.3,100,100,100,100,0,0,572.3416,3.685794333,NaN
20-11-01 09:45:00,80.5,26.3,100,100,100,100,0,0,462.1632333,3.810075333,NaN
20-11-01 09:50:00,80.7,26.7,100,100,100,100,0,0,472.3060984,3.931738689,NaN
20-11-01 09:55:00,81,26.9,100,100,100,100,9.17,5.12,586.4821803,4.075301311,NaN
20-11-01 10:00:00,79,26.2,100,100,100,100,100,9.22,871.2722951,4.327466393,NaN
20-11-01 10:05:00,79.4,26.9,100,100,100,100,33.5,0,437.9398852,4.470612623,NaN
20-11-01 10:10:00,80.7,26.5,100,100,100,100,0.29,0.13,477.1955,4.588434,NaN
20-11-01 10:15:00,80.3,26.2,100,100,100,100,87.54,17.89,447.485,4.718776,NaN
20-11-01 10:20:00,79.3,27,100,100,100,100,65.5,0,538.78135,4.8372655,NaN
20-11-01 10:25:00,81.3,26.8,100,100,100,100,41.17,17.27,419.7601967,4.958138525,NaN
20-11-01 10:30:00,79.6,26.7,100,100,100,100,99.82,3.2,519.1011967,5.090263115,NaN
20-11-01 10:35:00,81.2,27.6,100,100,100,100,48.18,14.75,1250.611475,5.314266557,NaN
20-11-01 10:40:00,79.2,27.3,100,100,100,100,99.87,1.37,525.2107049,5.461960984,NaN
20-11-01 10:45:00,80.9,27.9,100,100,100,100,24.13,4.96,481.7740164,5.59199,NaN
20-11-01 10:50:00,80.1,27.7,100,100,100,100,100,16.23,430.8861311,5.71769082,NaN
20-11-01 10:55:00,79.8,28.8,100,100,100,100,49.57,0.07,485.561,5.83109,NaN
20-11-01 11:00:00,81.1,28,100,100,100,100,82.43,23.63,444.65625,5.95131,NaN
20-11-01 11:05:00,80.8,27.7,100,100,100,100,100,11.03,461.6373,6.069724,NaN
20-11-01 11:10:00,80,28.1,100,100,100,100,100,9.71,483.69325,6.190301,NaN
20-11-01 11:15:00,80.9,28.9,100,100,100,100,63.33,12.27,418.3817705,6.307533934,NaN
20-11-01 11:20:00,79.6,28.4,100,100,100,100,100,4.95,435.0731311,6.416242787,NaN
20-11-01 11:25:00,80.6,28.9,100,100,100,100,24.17,0.01,396.469541,6.524155902,NaN
20-11-01 11:30:00,80.8,28.4,100,100,100,100,75.83,16.82,388.533377,6.623766557,NaN
20-11-01 11:35:00,79.8,28.7,100,100,100,100,78.79,0.15,442.4962,6.731982,NaN
20-11-01 11:40:00,81.1,28,100,100,100,100,97.88,26.87,437.7919,6.8439055,NaN
20-11-01 11:45:00,79.7,28.2,100,100,100,100,77.9,0.15,435.617,6.95843,NaN
20-11-01 11:50:00,80.8,28.1,100,100,100,100,95.43,22.33,452.5904,7.074524,NaN
20-11-01 11:55:00,80.2,28.9,100,100,100,100,70.83,0,468.2302,7.192632,NaN
20-11-01 12:00:00,81.3,28.9,100,100,100,100,30.5,13.67,482.1902,7.3131475,NaN
20-11-01 12:05:00,79.7,28.6,100,100,100,100,100,7.2,479.6464,7.439522,NaN
20-11-01 12:10:00,80.1,29.2,100,100,100,100,26.83,0,519.709,7.56891,NaN
20-11-01 12:15:00,81.1,28.7,100,100,100,100,10.5,5.83,467.5116,7.69923,NaN
20-11-01 12:20:00,79.7,28.7,100,100,100,100,100,10.83,402.2606,7.812758,NaN
20-11-01 12:25:00,79.2,29.9,100,100,100,100,40.17,0,461.1694,7.924522,NaN
20-11-01 12:30:00,80.3,29.1,100,100,100,100,0,0,401.5491,8.0441175,NaN
20-11-01 12:35:00,80.4,28.6,100,100,100,100,0,0,491.564,8.15699,NaN
20-11-01 12:40:00,80.7,28.5,100,100,100,100,0,0,406.2164262,8.27454377,NaN
20-11-01 12:45:00,80.8,28.6,100,100,100,100,0,0,401.6432623,8.380752623,NaN
20-11-01 12:50:00,80.8,28.6,100,100,100,100,0,0,349.2052951,8.476240984,NaN
20-11-01 12:55:00,80.8,28.8,100,100,100,100,0,0,350.1673,8.566452833,NaN
20-11-01 13:00:00,80.9,28.8,100,100,100,100,0,0,374.0402295,8.662045574,NaN
20-11-01 13:05:00,80.9,28.9,100,100,100,100,0,0,347.79405,8.752987167,NaN
20-11-01 13:10:00,81.1,29.1,100,100,100,100,0.18,0.1,399.1553333,8.849346667,NaN
20-11-01 13:15:00,80.7,29.1,100,100,100,100,84.99,20.4,353.643377,8.948514262,NaN
20-11-01 13:20:00,79.3,30.5,100,100,100,100,72.17,0,333.2001475,9.037026393,NaN
20-11-01 13:25:00,80.2,30.5,100,100,100,100,0,0,352.1554426,9.124492951,NaN
20-11-01 13:30:00,80.6,30,100,100,100,100,0,0,348.6385082,9.213212131,NaN
20-11-01 13:35:00,80.6,29.6,100,100,100,100,0,0,335.672,9.3058375,NaN
20-11-01 13:40:00,80.7,29.8,100,100,100,100,0,0,331.0319667,9.392084,NaN
20-11-01 13:45:00,80.6,29.7,100,100,100,100,0,0,339.4617541,9.478542951,NaN
20-11-01 13:50:00,80.1,29.6,100,100,100,100,0,0,348.2768525,9.566534426,NaN
20-11-01 13:55:00,79.6,29.6,100,100,100,100,0,0,331.1612951,9.654962131,NaN
20-11-01 14:00:00,79.5,29.9,100,100,100,100,0,0,317.9330984,9.737528197,NaN
20-11-01 14:05:00,79.4,29.8,100,100,100,100,0,0,322.7729672,9.820004426,NaN
20-11-01 14:10:00,79.1,29.9,100,100,100,100,0,0,330.7314098,9.904459344,NaN
20-11-01 14:15:00,79.2,30,100,100,100,100,0,0,327.414,9.98946,NaN
20-11-01 14:20:00,79.1,30,100,100,100,100,0,0,318.668541,10.07287869,NaN
20-11-01 14:25:00,78.9,30.2,100,100,100,100,0,0,315.3532951,10.15459672,NaN
20-11-01 14:30:00,78.7,30.4,100,100,100,100,0,0,350.6420492,10.24042951,NaN
20-11-01 14:35:00,78.6,30.6,100,100,100,100,0,0,351.3663934,10.33071967,NaN
20-11-01 14:40:00,78.7,30.4,100,100,100,100,0,0,358.7740328,10.42320164,NaN
20-11-01 14:45:00,78.6,30.5,100,100,100,100,0,0,375.6929836,10.51831639,NaN
20-11-01 14:50:00,78.5,30.7,100,100,100,100,0,0,344.6528689,10.6105377,NaN
20-11-01 14:55:00,78.4,30.8,100,100,100,100,0,0,336.9907705,10.69841475,NaN
20-11-01 15:00:00,78.2,30.9,100,100,100,100,0,0,321.2372787,10.78443115,NaN
20-11-01 15:05:00,77.9,31.3,100,100,100,100,0,0,310.155,10.86593279,NaN
20-11-01 15:10:00,77.9,31.5,100,100,100,100,0,0,302.3126885,10.94540656,NaN
20-11-01 15:15:00,77.7,31.8,100,100,100,100,0,0,306.516,11.02383934,NaN
20-11-01 15:20:00,77.5,32.1,100,100,100,100,0,0,311.447459,11.10404262,NaN
20-11-01 15:25:00,77.3,32.4,100,100,100,100,0,0,322.6556557,11.18603279,NaN
20-11-01 15:30:00,77.3,32.8,100,100,100,100,0,0,320.7647377,11.26865902,NaN
20-11-01 15:35:00,77.3,33,100,100,100,100,0,0,310.4091639,11.35050984,NaN
20-11-01 15:40:00,77.4,33.1,100,100,100,100,0,0,316.459918,11.43070492,NaN
20-11-01 15:45:00,77.4,33.3,100,100,100,100,0,0,324.5430164,11.51333934,NaN
20-11-01 15:50:00,77.8,33.4,100,100,100,100,0,0,332.4600492,11.59862787,NaN
20-11-01 15:55:00,77.7,34.2,100,100,100,100,0,0,317.9450328,11.68277049,NaN
20-11-01 16:00:00,77.6,35.1,100,100,100,100,0,0,311.1762,11.76406,NaN
20-11-01 16:05:00,77.9,35.6,100,100,100,100,0,0,309.0106667,11.84445833,NaN
20-11-01 16:10:00,77.9,36,100,100,100,100,0,0,303.9329508,11.92366885,NaN
20-11-01 16:15:00,78,36.4,100,100,100,100,0,0,306.4361475,12.00237213,NaN
20-11-01 16:20:00,77.2,36.8,100,100,100,100,0,0,307.7051,12.08196667,NaN
20-11-01 16:25:00,76.7,37,100,100,100,100,0,0,306.00875,12.16161,NaN
20-11-01 16:30:00,76.4,37.1,100,100,100,100,0,0,310.5853333,12.24133333,NaN
20-11-01 16:35:00,76.3,37.1,100,100,100,100,0,0,306.2150667,12.321005,NaN
20-11-01 16:40:00,76.2,37.1,100,100,100,100,0,0,308.6533333,12.40042333,NaN
20-11-01 16:45:00,76.1,37.3,100,100,100,100,0,0,312.2279508,12.48079836,NaN
20-11-01 16:50:00,75.9,37.5,100,100,100,100,0,0,302.938541,12.56066393,NaN
20-11-01 16:55:00,76,37.7,100,100,100,100,0,0,301.1911475,12.6385918,NaN
20-11-01 17:00:00,76.5,37.4,100,100,100,100,0,0,301.9969836,12.71671967,NaN
20-11-01 17:05:00,76.4,37.3,100,100,100,100,0,0,304.09,12.79508033,NaN
20-11-01 17:10:00,76.4,37.4,100,100,100,100,0,0,303.2245574,12.87365902,NaN
20-11-01 17:15:00,76.2,37.5,100,100,100,100,0,0,302.7608852,12.95222623,NaN
20-11-01 17:20:00,76,37.6,100,100,100,100,0,0,303.1415246,13.03054918,NaN
20-11-01 17:25:00,76.3,37.3,100,100,100,100,0,0,303.1428,13.10890667,NaN
20-11-01 17:30:00,76.2,37.1,100,100,100,100,0,0,302.8150833,13.18724167,NaN
20-11-01 17:35:00,76.5,36.8,100,100,100,100,0,0,302.4899667,13.26582333,NaN
20-11-01 17:40:00,76.8,36.4,100,100,100,100,0,0,303.057,13.3443,NaN
20-11-01 17:45:00,76.8,36,100,100,100,100,0,0,303.07155,13.42261,NaN
20-11-01 17:50:00,76.8,35.8,100,100,100,100,0,0,302.5498361,13.5009459,NaN
20-11-01 17:55:00,77,35.5,100,100,100,100,0,0,302.4606721,13.57918361,NaN
20-11-01 18:00:00,77,35.1,100,100,100,100,0,0,302.8814918,13.65741148,NaN
20-11-01 18:05:00,76.8,35.1,100,100,100,43.94,0,0,302.9340984,13.73586557,NaN
20-11-01 18:10:00,77,34.8,100,100,100,0,0,0,302.6086721,13.81416721,NaN
20-11-01 18:15:00,77.2,34.3,100,100,100,0,0,0,302.6685082,13.89246066,NaN
20-11-01 18:20:00,77,34,100,100,100,0,0,0,302.6051639,13.97062295,NaN
20-11-01 18:25:00,76.9,34,100,100,100,0,0,0,302.3913,14.04916667,NaN
20-11-01 18:30:00,76.8,33.8,100,100,100,0,0,0,302.5078,14.12751167,NaN
20-11-01 18:35:00,76.8,33.6,100,100,100,0,0,0,302.8077333,14.20577333,NaN
20-11-01 18:40:00,76.7,33.5,100,100,100,0,0,0,302.4878852,14.2841918,NaN
20-11-01 18:45:00,76.6,33.3,100,100,100,0,0,0,302.7684262,14.36241967,NaN
20-11-01 18:50:00,76.8,33,100,100,100,0,0,0,303.6786557,14.44078033,NaN
20-11-01 18:55:00,76.8,32.7,100,100,100,0,0,0,304.2106885,14.51930328,NaN
20-11-01 19:00:00,76.9,32.5,100,100,100,0,0,0,305.0223279,14.59811803,NaN
20-11-01 19:05:00,76.8,32.3,100,100,100,0,0,0,304.8291833,14.67687,NaN
20-11-01 19:10:00,76.7,32.1,100,100,100,0,0,0,305.2062,14.75610667,NaN
20-11-01 19:15:00,76.7,31.9,100,100,100,0,0,0,305.5061475,14.83536393,NaN
20-11-01 19:20:00,76.7,31.9,100,100,100,0,0,0,306.5558197,14.91448689,NaN
20-11-01 19:25:00,76.6,31.7,100,100,100,0,0,0,307.338,14.9938,NaN
20-11-01 19:30:00,76.6,31.5,100,100,100,0,0,0,308.389,15.0734,NaN
20-11-01 19:35:00,76.3,31.5,100,100,100,0,0,0,309.626,15.15336,NaN
20-11-01 19:40:00,76.1,31.6,100,100,100,0,0,0,309.7689344,15.23342459,NaN
20-11-01 19:45:00,75.8,31.8,100,100,100,0,0,0,310.6930328,15.31361311,NaN
20-11-01 19:50:00,76,31.7,100,100,100,0,74.5,30.49,311.4859672,15.39401639,NaN
20-11-01 19:55:00,74.1,32.6,100,100,100,0,100,4.7,312.1726393,15.47493115,NaN
20-11-01 20:00:00,73.8,33.1,100,100,100,0,21.5,0,313.5905574,15.55588852,NaN
20-11-01 20:05:00,74.1,32.9,100,100,100,0,34.5,14.92,313.569541,15.63688689,NaN
20-11-01 20:10:00,72,32.4,100,100,100,0,100,4.73,314.7558361,15.71808525,NaN
20-11-01 20:15:00,72.5,32.5,100,100,100,0,22.67,2.45,315.039,15.7996,NaN
20-11-01 20:20:00,71.8,31.9,100,100,100,0,100,20.28,314.7455082,15.88112787,NaN
20-11-01 20:25:00,71.3,32.1,100,100,100,0,83.33,9.43,315.2996,15.96248,NaN
20-11-01 20:30:00,70.3,31.6,100,100,100,0,100,8.81,314.7799,16.044105,NaN
20-11-01 20:35:00,70.8,31.5,100,100,100,0,79.17,15.22,314.7741148,16.1256082,NaN
20-11-01 20:40:00,68.7,31,100,100,100,0,99.99,3.07,314.18975,16.206675,NaN
20-11-01 20:45:00,69.1,30.8,100,100,100,0,99.18,15.01,314.7503279,16.28825902,NaN
20-11-01 20:50:00,68.8,31.1,100,100,100,0,99.17,8.54,314.380918,16.36978852,NaN
20-11-01 20:55:00,67.6,30.9,100,100,100,0,100,13.76,314.3098525,16.45117049,NaN
20-11-01 21:00:00,68.1,31.2,100,100,100,0,99.17,17.83,314.5099,16.53242,NaN
20-11-01 21:05:00,67.1,31.2,100,100,100,0,99.26,0.5,314.62,16.6138,NaN
20-11-01 21:10:00,68.2,30.8,100,100,100,0,79.9,22.7,314.6765333,16.69535333,NaN
20-11-01 21:15:00,67.3,31.2,100,100,100,0,100,4.69,314.19025,16.77654167,NaN
20-11-01 21:20:00,67.2,31.1,100,100,100,0,100,9.77,314.0624,16.85798667,NaN
20-11-01 21:25:00,68.1,31.3,100,100,100,0,73.33,13.19,313.4696667,16.93901167,NaN
20-11-01 21:30:00,66.6,31.5,100,100,100,0,99.99,2.16,312.8312667,17.01999667,NaN
20-11-01 21:35:00,67.5,31.9,100,100,100,0,18.85,0,313.882,17.10129667,NaN
20-11-01 21:40:00,67.9,31.7,100,100,100,0,0.63,0.44,314.2266667,17.18256667,NaN
20-11-01 21:45:00,67.6,31.7,100,100,100,0,95.21,18.09,314.0977833,17.26375167,NaN
20-11-01 21:50:00,67,32.4,100,100,100,0,59.5,0,313.7523443,17.34485246,NaN
20-11-01 21:55:00,67.6,32.2,100,100,100,0,0,0,314.7728361,17.42613443,NaN
20-11-01 22:00:00,68,31.9,100,100,100,0,17.17,7.95,314.5669836,17.50756557,NaN
20-11-01 22:05:00,66.9,31.9,100,100,100,0,100,9.42,314.3796393,17.58902131,NaN
20-11-01 22:10:00,67,32.4,100,100,100,0,36.17,0,314.0076,17.67011,NaN
20-11-01 22:15:00,67.6,31.9,100,100,100,0,0,0,314.3178361,17.75130984,NaN
20-11-01 22:20:00,68,31.5,100,100,100,0,0,0,314.646459,17.83268197,NaN
20-11-01 22:25:00,68.1,31.2,100,100,100,0,0,0,314.7578333,17.91398833,NaN
20-11-01 22:30:00,68.2,30.9,100,100,100,0,0.4,0.15,314.1906667,17.99521333,NaN
20-11-01 22:35:00,67.7,30.7,100,100,100,0,90.1,19.95,313.7021667,18.07628333,NaN
20-11-01 22:40:00,66.8,31.3,100,100,100,0,66.83,0,313.3801667,18.15754333,NaN
20-11-01 22:45:00,67.7,30.9,100,100,100,0,0,0,313.7446721,18.23853279,NaN
20-11-01 22:50:00,67.9,30.5,100,100,100,0,0,0,314.337918,18.32010492,NaN
20-11-01 22:55:00,68,30.1,100,100,100,0,65.17,18.17,314.319377,18.40132951,NaN
20-11-01 23:00:00,66.7,30.4,100,100,100,0,89.5,0,313.6522295,18.4827623,NaN
20-11-01 23:05:00,67.4,30.2,100,100,100,0,0,0,313.4038689,18.5637623,NaN
20-11-01 23:10:00,67.7,29.8,100,100,100,0,0,0,312.8878197,18.64467213,NaN
20-11-01 23:15:00,68,29.4,100,100,100,0,33.17,13.63,313.0468689,18.72562295,NaN
20-11-01 23:20:00,66.8,29.4,100,100,100,0,99.99,2.81,314.3758852,18.80672131,NaN
20-11-01 23:25:00,67.2,29.5,100,100,100,0,18.85,0,314.4641639,18.88819672,NaN
20-11-01 23:30:00,67.7,29.1,100,100,100,0,0,0,313.77675,18.96962,NaN
20-11-01 23:35:00,67.9,28.7,100,100,100,0,0,0,314.6678852,19.05066557,NaN
20-11-01 23:40:00,68.1,28.4,100,100,100,0,0,0,314.6252623,19.1321918,NaN
20-11-01 23:45:00,68.3,28.1,100,100,100,0,46.5,17.68,314.4012951,19.21361311,NaN
20-11-01 23:50:00,66.6,28.5,100,100,100,0,99.6,1.93,315.2074426,19.2948459,NaN
20-11-01 23:55:00,67.1,28.7,100,100,100,0,9.9,0,314.788082,19.37653934,NaN
20-11-02 00:00:00,67.9,28.2,100,100,100,0,0,0,314.4385246,19.4579082,NaN
20-11-02 00:05:00,68,27.9,100,100,100,0,0,0,315.1136066,19.53912623,NaN
20-11-02 00:10:00,68.2,27.7,100,100,100,0,0,0,314.8007869,19.62081967,NaN
20-11-02 00:15:00,68.3,27.6,100,100,100,0,5.17,3.78,314.9425806,19.70247742,NaN
20-11-02 00:20:00,67.6,27.7,100,100,100,0,100,17.93,314.3853115,19.7834377,NaN
20-11-02 00:25:00,67.3,28.3,100,100,100,0,54.83,0,315.1169333,19.86492667,NaN
20-11-02 00:30:00,67.9,27.9,100,100,100,0,0,0,314.9324,19.94668667,NaN
20-11-02 00:35:00,68.2,27.7,100,100,100,0,63.83,21.96,314.4588833,20.02789833,NaN
20-11-02 00:40:00,67,28.3,100,100,100,0,96.17,0,315.5721667,20.10936667,NaN
20-11-02 00:45:00,67.9,28,100,100,100,0,0,0,314.70185,20.19098167,NaN
20-11-02 00:50:00,68.3,27.6,100,100,100,0,47.83,19.14,314.3845333,20.27213333,NaN
20-11-02 00:55:00,66.9,28.1,100,100,100,0,99.65,2.2,314.0842667,20.35353833,NaN
20-11-02 01:00:00,67.7,28.2,100,100,100,0,0.32,0,315.1208,20.43477667,NaN
20-11-02 01:05:00,68.3,27.7,100,100,100,0,26.5,11.99,315.1479344,20.51635574,NaN
20-11-02 01:10:00,67.3,27.8,100,100,100,0,100,10.52,314.4050656,20.59777213,NaN
20-11-02 01:15:00,67.6,28,100,100,100,0,36.17,0,314.569082,20.67896557,NaN
20-11-02 01:20:00,68.3,27.5,100,100,100,0,25.17,11.26,315.1109333,20.76060667,NaN
20-11-02 01:25:00,67.3,27.7,100,100,100,0,100,9.09,314.7077869,20.84215246,NaN
20-11-02 01:30:00,67.8,27.8,100,100,100,0,32.17,0,314.3746667,20.92333333,NaN
20-11-02 01:35:00,68.3,27.3,100,100,100,0,9.17,5.4,315.0071833,21.00491833,NaN
20-11-02 01:40:00,67.4,27.4,100,100,100,0,100,15.18,315.3797667,21.08632667,NaN
20-11-02 01:45:00,67.5,27.8,100,100,100,0,48.17,0,314.49995,21.16768833,NaN
