Date_Time,Climate Temperature (˚F),Climate Humidity (%Rh),Light Bench 1 Final State (%),Light Bench 2 Final State (%),Light Bench 3 Final State (%),Shade Roof Current Timed Position (%),PAD Vent Shutter Current Timed Position (%),Exhaust Fans VFD Current Timed Position (%),PPF (micromol/s),DLI (mol/m^2*d),CO2 Reading
20-11-01 07:30:00,71.7,29,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 07:35:00,72.2,28.6,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 07:40:00,72.8,28.2,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 07:45:00,73.1,28.1,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 07:50:00,73.6,27.8,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 07:55:00,74.3,27.4,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 08:00:00,74.9,27.1,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 08:05:00,75.6,26.8,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 08:10:00,75.7,26.6,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 08:15:00,75.8,26.6,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 08:20:00,76.1,26.5,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 08:25:00,76,26.4,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 08:30:00,76,26.6,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 08:35:00,76,26.6,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 08:40:00,75.7,26.8,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 08:45:00,75.7,26.9,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 08:50:00,75.7,27,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 08:55:00,75.7,27.1,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 09:00:00,75.8,27.1,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 09:05:00,75.8,27.2,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 09:10:00,75.5,27.3,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 09:15:00,75.6,27.4,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 09:20:00,75.5,27.5,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 09:25:00,75.7,27.6,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 09:30:00,75.9,27.4,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 09:35:00,75.5,27.7,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 09:40:00,76.6,27.4,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 09:45:00,76.5,27.3,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 09:50:00,75.8,27.6,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 09:55:00,75.9,27.8,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 10:00:00,76.1,27.7,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 10:05:00,75.9,27.9,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 10:10:00,75.7,28.2,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 10:15:00,75.9,28.1,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 10:20:00,76.1,28.2,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 10:25:00,76.3,28.1,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 10:30:00,76.1,28.3,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 10:35:00,75.9,28.5,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 10:40:00,76,28.6,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 10:45:00,76.7,28.3,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 10:50:00,76,28.5,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 10:55:00,75.5,29,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 11:00:00,75.7,29,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 11:05:00,76.7,28.8,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 11:10:00,75.8,28.9,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 11:15:00,75.3,29.5,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 11:20:00,75.3,29.6,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 11:25:00,75,29.9,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 11:30:00,74.5,30.1,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 11:35:00,74.6,30.3,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 11:40:00,76.1,29.8,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 11:45:00,75.6,29.9,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 11:50:00,75.1,30.2,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 11:55:00,74.9,30.5,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 12:00:00,74.8,30.6,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 12:05:00,74,30.8,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 12:10:00,73.6,31.4,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 12:15:00,74.2,31.3,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 12:20:00,73.7,31.4,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 12:25:00,73.9,31.7,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 12:30:00,73.8,31.8,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 12:35:00,73.4,32.2,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 12:40:00,73.8,32.3,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 12:45:00,73.7,32.4,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 12:50:00,73.7,32.7,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 12:55:00,74.2,32.6,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 13:00:00,74.2,32.6,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 13:05:00,74.3,32.7,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 13:10:00,74.9,32.5,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 13:15:00,74.6,32.5,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 13:20:00,74.5,32.9,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 13:25:00,75.6,32.6,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 13:30:00,75.8,32.2,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 13:35:00,75.2,32.4,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 13:40:00,75.2,32.6,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 13:45:00,75,32.7,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 13:50:00,74.6,33,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 13:55:00,74.4,33.1,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 14:00:00,74.3,33.3,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 14:05:00,74.5,33.2,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 14:10:00,74,33.5,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 14:15:00,74.4,33.5,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 14:20:00,74.3,33.6,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 14:25:00,74.1,33.9,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 14:30:00,74.1,33.9,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 14:35:00,74.4,33.8,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 14:40:00,74.8,33.5,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 14:45:00,74.6,33.6,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 14:50:00,74.8,33.7,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 14:55:00,74.7,33.7,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 15:00:00,74.6,33.9,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 15:05:00,74.7,34,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 15:10:00,74.6,34.1,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 15:15:00,74.7,34.2,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 15:20:00,74.7,34.3,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 15:25:00,74.6,34.5,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 15:30:00,74.7,34.7,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 15:35:00,74.8,34.8,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 15:40:00,74.8,35,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 15:45:00,75.1,35,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 15:50:00,75.2,35,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 15:55:00,75.2,35.1,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 16:00:00,75.2,35.2,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 16:05:00,75.2,35.3,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 16:10:00,75.3,35.4,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 16:15:00,75.2,35.5,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 16:20:00,75,35.8,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 16:25:00,74.7,36.3,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 16:30:00,74.6,36.6,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 16:35:00,74.5,37,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 16:40:00,74.5,37.3,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 16:45:00,74.7,37.2,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 16:50:00,74.7,37.3,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 16:55:00,74.8,37.2,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 17:00:00,75.1,36.9,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 17:05:00,75.2,36.6,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 17:10:00,75.1,36.5,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 17:15:00,75,36.5,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 17:20:00,75.2,36.3,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 17:25:00,75.3,36,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 17:30:00,75.2,35.9,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 17:35:00,75.5,35.7,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 17:40:00,75.6,35.4,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 17:45:00,75.4,35.4,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 17:50:00,75.5,35.1,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 17:55:00,75.4,35,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 18:00:00,75.5,34.8,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 18:05:00,75.3,34.6,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 18:10:00,74.9,34.6,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 18:15:00,74.8,34.5,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 18:20:00,74.7,34.4,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 18:25:00,74.8,34.2,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 18:30:00,74.7,34,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 18:35:00,74.8,33.7,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 18:40:00,74.8,33.5,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 18:45:00,74.8,33.4,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 18:50:00,74.8,33.2,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 18:55:00,74.8,33,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 19:00:00,74.8,32.8,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 19:05:00,74.8,32.6,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 19:10:00,74.7,32.5,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 19:15:00,74.5,32.4,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 19:20:00,74.1,32.5,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 19:25:00,73.8,32.6,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 19:30:00,73.2,32.9,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 19:35:00,72.4,33.4,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 19:40:00,71.9,33.9,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 19:45:00,71.2,34.5,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 19:50:00,70.5,35,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 19:55:00,69,35.5,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 20:00:00,69.4,35.5,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 20:05:00,69.3,35.4,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 20:10:00,68.2,35.8,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 20:15:00,68.3,35.9,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 20:20:00,67.4,35.9,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 20:25:00,67,36.1,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 20:30:00,66.8,35.9,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 20:35:00,66.4,35.8,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 20:40:00,65.5,35.9,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 20:45:00,65.5,35.8,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 20:50:00,64.9,35.9,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 20:55:00,64.3,35.9,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 21:00:00,64.1,35.8,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 21:05:00,63.4,35.8,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 21:10:00,63.5,35.6,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 21:15:00,63.2,35.6,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 21:20:00,63,35.6,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 21:25:00,63.3,35.6,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 21:30:00,62.8,35.8,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 21:35:00,62.9,36,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 21:40:00,63,36,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 21:45:00,62.6,36.2,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 21:50:00,62.7,36.2,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 21:55:00,63.1,35.9,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 22:00:00,63.1,35.7,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 22:05:00,63,35.7,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 22:10:00,63.1,35.5,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 22:15:00,63.3,35.3,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 22:20:00,63.4,35.1,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 22:25:00,63.5,34.8,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 22:30:00,63.6,34.6,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 22:35:00,63.4,34.4,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 22:40:00,63.3,34.3,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 22:45:00,63.6,33.9,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 22:50:00,63.6,33.7,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 22:55:00,63.6,33.5,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 23:00:00,63.2,33.2,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 23:05:00,63.7,32.9,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 23:10:00,63.6,32.6,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 23:15:00,63.5,32.6,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 23:20:00,63.4,32.4,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 23:25:00,63.3,32.2,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 23:30:00,63.8,31.9,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 23:35:00,63.5,31.8,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 23:40:00,63.6,31.7,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 23:45:00,63.7,31.5,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 23:50:00,63.1,31.6,100,100,100,100,0,0,NaN,NaN,NaN
20-11-01 23:55:00,63.4,31.4,100,100,100,100,0,0,NaN,NaN,NaN
20-11-02 00:00:00,63.5,31.2,100,100,100,100,0,0,NaN,NaN,NaN
20-11-02 00:05:00,63.7,31.1,100,100,100,100,0,0,NaN,NaN,NaN
20-11-02 00:10:00,63.9,30.9,100,100,100,100,0,0,NaN,NaN,NaN
20-11-02 00:15:00,63.6,31,100,100,100,100,0,0,NaN,NaN,NaN
20-11-02 00:20:00,63.6,31,100,100,100,100,0,0,NaN,NaN,NaN
20-11-02 00:25:00,63.5,31,100,100,100,100,0,0,NaN,NaN,NaN
20-11-02 00:30:00,63.8,30.8,100,100,100,100,0,0,NaN,NaN,NaN
20-11-02 00:35:00,63.8,30.7,100,100,100,100,0,0,NaN,NaN,NaN
20-11-02 00:40:00,63.3,30.9,100,100,100,100,0,0,NaN,NaN,NaN
20-11-02 00:45:00,63.8,30.8,100,100,100,100,0,0,NaN,NaN,NaN
20-11-02 00:50:00,63.7,30.6,100,100,100,100,0,0,NaN,NaN,NaN
20-11-02 00:55:00,63.4,30.8,100,100,100,100,0,0,NaN,NaN,NaN
20-11-02 01:00:00,63.7,30.6,100,100,100,100,0,0,NaN,NaN,NaN
20-11-02 01:05:00,63.6,30.6,100,100,100,100,0,0,NaN,NaN,NaN
20-11-02 01:10:00,63.2,30.8,100,100,100,100,0,0,NaN,NaN,NaN
20-11-02 01:15:00,63.5,30.8,100,100,100,100,0,0,NaN,NaN,NaN
20-11-02 01:20:00,63.6,30.6,100,100,100,100,0,0,NaN,NaN,NaN
20-11-02 01:25:00,63.4,30.6,100,100,100,100,0,0,NaN,NaN,NaN
20-11-02 01:30:00,63.5,30.6,100,100,100,100,0,0,NaN,NaN,NaN
20-11-02 01:35:00,63.6,30.5,100,100,100,100,0,0,NaN,NaN,NaN
20-11-02 01:40:00,63.2,30.6,100,100,100,100,0,0,NaN,NaN,NaN
20-11-02 01:45:00,63.4,30.6,100,100,100,100,0,0,NaN,NaN,NaN
20-11-02 01:50:00,63.6,30.5,100,100,100,100,0,0,NaN,NaN,NaN
20-11-02 01:55:00,63.5,30.4,100,100,100,100,0,0,NaN,NaN,NaN
20-11-02 02:00:00,63.2,30.5,100,100,100,100,0,0,NaN,NaN,NaN
20-11-02 02:05:00,63.3,30.6,100,100,100,100,0,0,NaN,NaN,NaN
20-11-02 02:10:00,63.6,30.5,100,100,100,100,0,0,NaN,NaN,NaN
20-11-02 02:15:00,63.6,30.4,100,100,100,100,0,0,NaN,NaN,NaN
20-11-02 02:20:00,63.4,30.5,100,100,100,100,0,0,NaN,NaN,NaN
20-11-02 02:25:00,63.5,30.6,100,100,100,100,0,0,NaN,NaN,NaN
20-11-02 02:30:00,63.6,30.5,100,100,100,100,0,0,NaN,NaN,NaN
20-11-02 02:35:00,63.5,30.5,100,100,100,100,0,0,NaN,NaN,NaN
20-11-02 02:40:00,63.4,30.7,100,100,100,100,0,0,NaN,NaN,NaN
20-11-02 02:45:00,63.6,30.6,100,100,100,100,0,0,NaN,NaN,NaN
20-11-02 02:50:00,63.6,30.6,100,100,100,100,0,0,NaN,NaN,NaN
20-11-02 02:55:00,63.5,30.7,100,100,100,100,0,0,NaN,NaN,NaN
20-11-02 03:00:00,63.4,30.9,100,100,100,100,0,0,NaN,NaN,NaN
20-11-02 03:05:00,63.5,31,100,100,100,100,0,0,NaN,NaN,NaN
20-11-02 03:10:00,63.7,30.9,100,100,100,100,0,0,NaN,NaN,NaN
20-11-02 03:15:00,63.2,31.1,100,100,100,100,0,0,NaN,NaN,NaN
20-11-02 03:20:00,63.4,31.4,100,100,100,100,0,0,NaN,NaN,NaN
20-11-02 03:25:00,63.5,31.3,100,100,100,100,0,0,NaN,NaN,NaN
20-11-02 03:30:00,63.5,31.5,100,100,100,100,0,0,NaN,NaN,NaN
20-11-02 03:35:00,63.3,31.8,100,100,100,100,0,0,NaN,NaN,NaN
20-11-02 03:40:00,63.3,32.1,100,100,100,100,0,0,NaN,NaN,NaN
20-11-02 03:45:00,63.6,32.1,100,100,100,100,0,0,NaN,NaN,NaN
20-11-02 03:50:00,63.5,32.2,100,100,100,100,0,0,NaN,NaN,NaN
20-11-02 03:55:00,63.1,32.6,100,100,100,100,0,0,NaN,NaN,NaN
